File,File_gb,Title,Genre,TMDB ID,Year,Length,TMDB Link,Description,Rating,Toloka Link,Rutracker Link,Poster,Trailer
Shaun Of The Dead (2004).mkv,4.86,Shaun of the Dead,"['Horror', 'Comedy']",747,2004,99,https://www.themoviedb.org/movie/747,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",7.543,https://toloka.to/tracker.php?nm=Shaun of the Dead,https://rutracker.org/forum/tracker.php?nm=Shaun of the Dead,https://image.tmdb.org/t/p/w200/dgXPhzNJH8HFTBjXPB177yNx6RI.jpg,https://www.youtube.com/watch?v=_QuY93B2FS0
G:/Movies\2000x\Kiss Kiss Bang Bang (2005).mkv,6.84,Kiss Kiss Bang Bang,"['Crime', 'Romance', 'Thriller']",495812,2005,98,https://www.themoviedb.org/movie/495812,"Aryan, a journalist working with a lifestyle magazine, hates his boss and also is tired of supporting his girlfriend's partying lifestyle. Things get worse for him when he loses his wallet at a bar and in a twist of fate, he finds himself being threatened by junkies.",10.0,https://toloka.to/tracker.php?nm=Kiss Kiss Bang Bang,https://rutracker.org/forum/tracker.php?nm=Kiss Kiss Bang Bang,https://image.tmdb.org/t/p/w200None,N/A
G:/Movies\бачив\Harry Potter\Harry Potter And The Goblet Of Fire (2005).mkv,7.13,Harry Potter and the Goblet of Fire,"['Adventure', 'Fantasy']",674,2005,157,https://www.themoviedb.org/movie/674,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",7.815,https://toloka.to/tracker.php?nm=Harry Potter and the Goblet of Fire,https://rutracker.org/forum/tracker.php?nm=Harry Potter and the Goblet of Fire,https://image.tmdb.org/t/p/w200/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,https://www.youtube.com/watch?v=4xkFJgcCQRE
Conversations With Other Women (2005).avi,1.32,Conversations with Other Women,"['Drama', 'Romance']",15624,2005,84,https://www.themoviedb.org/movie/15624,"Reunited at a wedding after many years, former lovers again feel the pull of a mutual attraction neither is willing to admit. Escaping the reception for the privacy of a hotel room, the unnamed pair explore the choices of the past that led them to the present.",6.285,https://toloka.to/tracker.php?nm=Conversations with Other Women,https://rutracker.org/forum/tracker.php?nm=Conversations with Other Women,https://image.tmdb.org/t/p/w200/5iA72q3avmveCiOtx1Uaj22pgXI.jpg,https://www.youtube.com/watch?v=dbB58fGIn2g
G:/Movies\2000x\Babel (2006).mkv,16.37,Babel,['Drama'],1164,2006,143,https://www.themoviedb.org/movie/1164,"In Babel, a tragic incident involving an American couple in Morocco sparks a chain of events for four families in different countries throughout the world.",7.182,https://toloka.to/tracker.php?nm=Babel,https://rutracker.org/forum/tracker.php?nm=Babel,https://image.tmdb.org/t/p/w200/cDy5iZL2C01jiT5wDSE4jOvoT52.jpg,https://www.youtube.com/watch?v=PqPNksLZIAk
Apocalypto (2006).mkv,13.85,Apocalypto,"['Action', 'Drama', 'History']",1579,2006,139,https://www.themoviedb.org/movie/1579,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",7.6,https://toloka.to/tracker.php?nm=Apocalypto,https://rutracker.org/forum/tracker.php?nm=Apocalypto,https://image.tmdb.org/t/p/w200/cRY25Q32kDNPFDkFkxAs6bgCq3L.jpg,https://www.youtube.com/watch?v=ngWBddVNVZs
Children Of Men (2006).mkv,6.37,Children of Men,"['Drama', 'Action', 'Thriller', 'Science Fiction']",9693,2006,109,https://www.themoviedb.org/movie/9693,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",7.611,https://toloka.to/tracker.php?nm=Children of Men,https://rutracker.org/forum/tracker.php?nm=Children of Men,https://image.tmdb.org/t/p/w200/k9IAS4TehZFcKi4HVByxZNPfqex.jpg,https://www.youtube.com/watch?v=mhp4o8nIUFI
Man About Town (2006).mkv,6.96,Man About Town,"['Comedy', 'Drama', 'Romance']",9784,2006,96,https://www.themoviedb.org/movie/9784,A top Hollywood talent agent finds his cushy existence threatened when he discovers that his wife is cheating on him and that his journal has been swiped by a reporter out to bring him down.,5.2,https://toloka.to/tracker.php?nm=Man About Town,https://rutracker.org/forum/tracker.php?nm=Man About Town,https://image.tmdb.org/t/p/w200/a0h6qRXqum1BSWxTnLZ5IHJZjnc.jpg,https://www.youtube.com/watch?v=xWaOeqFXM-4
Marie Antoinette (2006).mkv,2.91,Marie Antoinette,"['Drama', 'History']",1887,2006,123,https://www.themoviedb.org/movie/1887,"The retelling of France’s iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.",6.7,https://toloka.to/tracker.php?nm=Marie Antoinette,https://rutracker.org/forum/tracker.php?nm=Marie Antoinette,https://image.tmdb.org/t/p/w200/cybXGmv8Rjd5Os8Xml6YxMBQ0Zt.jpg,https://www.youtube.com/watch?v=yBWyKRoh98U
Starter For 10 (2006).avi,1.45,Starter for 10,"['Drama', 'Comedy', 'Romance']",14055,2006,92,https://www.themoviedb.org/movie/14055,"In 1985, against the backdrop of Thatcherism, Brian Jackson enrolls in the University of Bristol, a scholarship boy from seaside Essex with a love of knowledge for its own sake and a childhood spent watching University Challenge, a college quiz show. At Bristol he tries out for the Challenge team and falls under the spell of Alice, a lovely blond with an extensive sexual past.",6.416,https://toloka.to/tracker.php?nm=Starter for 10,https://rutracker.org/forum/tracker.php?nm=Starter for 10,https://image.tmdb.org/t/p/w200/wUT0OLYY9HouuAkVFNchponJ5gQ.jpg,https://www.youtube.com/watch?v=p5JwoOHPmbw
G:/Movies\2000x\Flawless (2007).mkv,7.8,Flawless,"['Crime', 'Drama', 'Thriller']",13195,2007,108,https://www.themoviedb.org/movie/13195,"A female executive and a night janitor conspire to commit a daring diamond heist from their mutual employer, The London Diamond Corporation.",6.67,https://toloka.to/tracker.php?nm=Flawless,https://rutracker.org/forum/tracker.php?nm=Flawless,https://image.tmdb.org/t/p/w200/qENzVKfdyNBAwShcS0YhWeJe34M.jpg,https://www.youtube.com/watch?v=mugf7VY-FmE
G:/Movies\бачив\Harry Potter\Harry Potter And The Order Of The Phoenix (2007).mkv,6.54,Harry Potter and the Order of the Phoenix,"['Adventure', 'Fantasy']",675,2007,138,https://www.themoviedb.org/movie/675,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",7.682,https://toloka.to/tracker.php?nm=Harry Potter and the Order of the Phoenix,https://rutracker.org/forum/tracker.php?nm=Harry Potter and the Order of the Phoenix,https://image.tmdb.org/t/p/w200/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,https://www.youtube.com/watch?v=47PHbQTmw5g
No Country For Old Men (2007).mkv,6.79,No Country for Old Men,"['Crime', 'Drama', 'Thriller']",6977,2007,122,https://www.themoviedb.org/movie/6977,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",7.942,https://toloka.to/tracker.php?nm=No Country for Old Men,https://rutracker.org/forum/tracker.php?nm=No Country for Old Men,https://image.tmdb.org/t/p/w200/bj1v6YKF8yHqA489VFfnQvOJpnc.jpg,https://www.youtube.com/watch?v=A0oNrgumrlE
The Assassination Of Jesse James By The Coward Robert Ford (2007).mkv,2.86,The Assassination of Jesse James by the Coward Robert Ford,"['Drama', 'Western']",4512,2007,159,https://www.themoviedb.org/movie/4512,"Outlaw Jesse James is rumored to be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",7.0,https://toloka.to/tracker.php?nm=The Assassination of Jesse James by the Coward Robert Ford,https://rutracker.org/forum/tracker.php?nm=The Assassination of Jesse James by the Coward Robert Ford,https://image.tmdb.org/t/p/w200/xMKn6EQS7eR5ubhPJbw5pQSBZMw.jpg,https://www.youtube.com/watch?v=nk0JaEwhf00
There Will Be Blood (2007).mkv,8.66,There Will Be Blood,['Drama'],7345,2007,158,https://www.themoviedb.org/movie/7345,"Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",8.081,https://toloka.to/tracker.php?nm=There Will Be Blood,https://rutracker.org/forum/tracker.php?nm=There Will Be Blood,https://image.tmdb.org/t/p/w200/fa0RDkAlCec0STeMNAhPaF89q6U.jpg,https://www.youtube.com/watch?v=0FIm5ATyAY0
G:/Movies\2000x\The Ramen Girl (2008).mkv,1.87,The Ramen Girl,"['Romance', 'Comedy', 'Drama']",18585,2008,102,https://www.themoviedb.org/movie/18585,"An American woman is stranded in Tokyo after breaking up with her boyfriend. Searching for direction in life, she trains to be a râmen chef under a tyrannical Japanese master.",6.4,https://toloka.to/tracker.php?nm=The Ramen Girl,https://rutracker.org/forum/tracker.php?nm=The Ramen Girl,https://image.tmdb.org/t/p/w200/sK7hW0quKwlYxP2urLirsDFPabD.jpg,N/A
Last Chance Harvey (2008).avi,1.29,Last Chance Harvey,"['Drama', 'Romance']",16409,2008,99,https://www.themoviedb.org/movie/16409,"In London for his daughter's wedding, a struggling jingle-writer, Harvey Shine, misses his plane to New York, and thus loses his job. While drowning his sorrows in the airport pub, Harvey meets Kate, a British government worker stuck in an endless cycle of work, phone calls from her mother, and blind dates. A connection forms between the unhappy pair, who soon find themselves falling in love.",6.275,https://toloka.to/tracker.php?nm=Last Chance Harvey,https://rutracker.org/forum/tracker.php?nm=Last Chance Harvey,https://image.tmdb.org/t/p/w200/er7IVSXCIxZt3RBOXqddePlRYua.jpg,https://www.youtube.com/watch?v=P-oiajgQLJI
G:/Movies\2000x\A Single Man (2009).mkv,2.34,A Single Man,"['Drama', 'Romance']",34653,2009,100,https://www.themoviedb.org/movie/34653,"The life of George Falconer, a British college professor, is reeling with the recent and sudden loss of his longtime partner. This traumatic event makes George challenge his own will to live as he seeks the console of his close girl friend Charley, who is struggling with her own questions about life.",7.282,https://toloka.to/tracker.php?nm=A Single Man,https://rutracker.org/forum/tracker.php?nm=A Single Man,https://image.tmdb.org/t/p/w200/AvqTb66bS1i1NjlPC76zvxo0taT.jpg,https://www.youtube.com/watch?v=KTQT6hGp96g
G:/Movies\бачив\Harry Potter\Harry Potter And The Half-blood Prince (2009).mkv,6.69,Harry Potter and the Half-Blood Prince,"['Adventure', 'Fantasy']",767,2009,153,https://www.themoviedb.org/movie/767,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",7.695,https://toloka.to/tracker.php?nm=Harry Potter and the Half-Blood Prince,https://rutracker.org/forum/tracker.php?nm=Harry Potter and the Half-Blood Prince,https://image.tmdb.org/t/p/w200/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,https://www.youtube.com/watch?v=DgeDDXcw--I
Un Prophete (2009).avi,2.91,A Prophet,"['Crime', 'Drama']",21575,2009,155,https://www.themoviedb.org/movie/21575,"Sentenced to six years in prison, Malik El Djebena is alone in the world and can neither read nor write. On his arrival at the prison, he seems younger and more brittle than the others detained there. At once he falls under the sway of a group of Corsicans who enforce their rule in the prison. As the 'missions' go by, he toughens himself and wins the confidence of the Corsican group.",7.589,https://toloka.to/tracker.php?nm=A Prophet,https://rutracker.org/forum/tracker.php?nm=A Prophet,https://image.tmdb.org/t/p/w200/x9Jb8kewBHPzjTtgCQvoQoDsy4d.jpg,https://www.youtube.com/watch?v=J_16ZOjGkhE
G:/Movies\2000x\Incendies (2010).mkv,6.28,Incendies,"['Drama', 'War', 'Mystery']",46738,2010,131,https://www.themoviedb.org/movie/46738,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",8.106,https://toloka.to/tracker.php?nm=Incendies,https://rutracker.org/forum/tracker.php?nm=Incendies,https://image.tmdb.org/t/p/w200/i5GsLIII66LubmOai65cWiB4kZq.jpg,https://www.youtube.com/watch?v=XJ69WnwvZhE
G:/Movies\2000x\Les Petits Mouchoirs (2010).avi,2.19,Little White Lies,"['Comedy', 'Drama']",48034,2010,154,https://www.themoviedb.org/movie/48034,"Despite a traumatic event, a group of friends decide to go ahead with their annual beach vacation. Their relationships, convictions, sense of guilt and friendship are sorely tested. They are finally forced to own up to the little white lies they've been telling each other.",7.121,https://toloka.to/tracker.php?nm=Little White Lies,https://rutracker.org/forum/tracker.php?nm=Little White Lies,https://image.tmdb.org/t/p/w200/djypJtQfUxeEMh6kc0aRzIoN9UR.jpg,https://www.youtube.com/watch?v=WyCtRXWz4Cs
G:/Movies\2000x\Little White Lies (2010).avi,2.19,Little White Lies,"['Comedy', 'Drama']",48034,2010,154,https://www.themoviedb.org/movie/48034,"Despite a traumatic event, a group of friends decide to go ahead with their annual beach vacation. Their relationships, convictions, sense of guilt and friendship are sorely tested. They are finally forced to own up to the little white lies they've been telling each other.",7.121,https://toloka.to/tracker.php?nm=Little White Lies,https://rutracker.org/forum/tracker.php?nm=Little White Lies,https://image.tmdb.org/t/p/w200/djypJtQfUxeEMh6kc0aRzIoN9UR.jpg,https://www.youtube.com/watch?v=WyCtRXWz4Cs
G:/Movies\бачив\Harry Potter\Harry Potter And The Deathly Hallows Part 1 (2010).mkv,6.28,Harry Potter and the Deathly Hallows: Part 1,"['Adventure', 'Fantasy']",12444,2010,146,https://www.themoviedb.org/movie/12444,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",7.754,https://toloka.to/tracker.php?nm=Harry Potter and the Deathly Hallows: Part 1,https://rutracker.org/forum/tracker.php?nm=Harry Potter and the Deathly Hallows: Part 1,https://image.tmdb.org/t/p/w200/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,https://www.youtube.com/watch?v=MxqsmsA8y5k
All Good Things (2010).mkv,2.13,All Good Things,"['Mystery', 'Thriller', 'Romance']",46503,2010,101,https://www.themoviedb.org/movie/46503,"Newly-discovered facts, court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in New York history.",6.029,https://toloka.to/tracker.php?nm=All Good Things,https://rutracker.org/forum/tracker.php?nm=All Good Things,https://image.tmdb.org/t/p/w200/3RM8SyB0yHanJbYeHdgi5eLv21C.jpg,https://www.youtube.com/watch?v=Ca6hW4J7Jeo
